"global_id";"ID";"DepartamentalAffiliation";"AdmArea";"District";"Location";"DogParkArea";"Elements";"Lighting";"Fencing";"Photo";"WorkingHours";"geoData";"geodata_center";
"global_id";"Код";"Ведомственная принадлежность";"Административный округ";"Район";"Адресный ориентир";"Площадь площадки (кв.м)";"Элементы площадки";"Освещение площадки";"Ограждение площадки";"Фотография";"График работы";"geoData";"geodata_center";
"272768089";"64";"Префектура Северного административного округа города Москвы";"Северный административный округ";"район Ховрино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Фестивальная улица, дом 22, корпус 7";"880";"[балансир для собак, барьер кольца, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.504769, 55.858261], type=Point}";"";
"272768091";"65";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Куусинена, дом 9, корпус 1";"276";"[балансир для собак, барьер одинарный, входной элемент, вышка-лестница (с перилами), скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.512842, 55.780748], type=Point}";"";
"272768095";"66";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Хорошёвское шоссе, дом 5, корпус 1";"400";"[балансир для собак, барьер одинарный, входной элемент, вышка-лестница (с перилами), скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.538684, 55.774673], type=Point}";"";
"272768101";"67";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Хорошёвское шоссе, дом 50, корпус 1";"563";"[барьер кольца, входной элемент, горка-мостик А-форма, информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.534636, 55.77778], type=Point}";"";
"272777063";"68";"Префектура Северного административного округа города Москвы";"Северный административный округ";"район Сокол";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Малый Песчаный переулок, дом 2";"396.21";"[вышка-лестница (с перилами), скамья для собаководов, трамплин, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.506875, 55.802742], type=Point}";"";
"272777070";"69";"Префектура Северного административного округа города Москвы";"Северный административный округ";"район Сокол";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, улица Сальвадора Альенде, дом 4, корпус 1";"1770.83";"[скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.508457, 55.795764], type=Point}";"";
"272864362";"55";"Префектура Восточного административного округа города Москвы";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Косинская улица, дом 24, корпус 3";"420";"[информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.830888, 55.716363], type=Point}";"";
"272864368";"56";"Префектура Восточного административного округа города Москвы";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Косинская улица, дом 14, корпус 1";"450";"[бум для собак, горка-лестница (без перил), скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.836921, 55.722544], type=Point}";"";
"272864374";"57";"Префектура Восточного административного округа города Москвы";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Реутовская улица, дом 16";"210";"урна";"нет";"да";"nested data";"nested data";"{coordinates=[37.838349, 55.735749], type=Point}";"";
"272891749";"100";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Изюмская улица, дом 45, корпус 2";"203";"[барьер двойной, барьер кольца, бум для собак, горка-лестница (без перил)]";"нет";"да";"nested data";"nested data";"{coordinates=[37.569964, 55.548203], type=Point}";"";
"272891786";"103";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, 2-я Мелитопольская улица, дом 17";"596";"[барьер кольца, барьер тройной, бум для собак, горка-лестница (без перил), полоса препятствий, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.579383, 55.536397], type=Point}";"";
"272891787";"104";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Брусилова, дом 27, корпус 3, строение 2";"214";"[барьер тройной, бум для собак, горка-лестница (без перил), полоса препятствий, трамплин, тренировочный снаряд с покрышкой]";"нет";"да";"nested data";"nested data";"{coordinates=[37.588255, 55.502245], type=Point}";"";
"272891790";"106";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Венёвская улица, дом 29";"465";"[барьер одинарный, барьер тройной, бум для собак, скамья для собаководов]";"нет";"да";"nested data";"nested data";"{coordinates=[37.556231, 55.541899], type=Point}";"";
"272891793";"105";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Плавский проезд, дом 2";"246";"входной элемент";"нет";"да";"nested data";"nested data";"{coordinates=[37.533261, 55.550566], type=Point}";"";
"272891795";"102";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Академика Семёнова, дом 3";"607";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), скамья для собаководов]";"нет";"да";"nested data";"nested data";"{coordinates=[37.512572, 55.543701], type=Point}";"";
"272991769";"58";"Префектура Восточного административного округа города Москвы";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Сталеваров, дом 14, корпус 1";"506";"[барьер одинарный, бум для собак, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.840542, 55.758342], type=Point}";"";
"278016259";"34545";"Префектура Западного административного округа города Москвы";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 10, корпус 6";"77.58";"[балансир для собак, барьер змейка, барьер регулируемый, барьер тройной, входной элемент, горка-лестница (без перил), информационный стенд, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.493094, 55.661747], type=Point}";"";
"278939802";"56218";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Плещеева, дом 26";"600";"[балансир для собак, барьер одинарный, бум для собак, скамья для собаководов, трамплин, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.61984, 55.887779], type=Point}";"";
"278977330";"589";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 11А";"314";"[барьер одинарный, бум для собак, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.608888, 55.898558], type=Point}";"{coordinates=[37.608888, 55.898558], type=Point}";
"278977531";"669";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 47";"348";"[бум для собак, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.631459, 55.893658], type=Point}";"";
"278986779";"55551";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Годовикова, дом 3";"80";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-лестница (без перил), горка-мостик А-форма, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.630309, 55.804815], type=Point}";"{coordinates=[37.630309, 55.804815], type=Point}";
"278987090";"55552";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Цандера, дом 7";"402";"[барьер одинарный, бум для собак, горка-мостик А-форма, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.628471, 55.817878], type=Point}";"{coordinates=[37.628471, 55.817878], type=Point}";
"323541355";"10";"Префектура Зеленоградского административного округа города Москвы";"Зеленоградский административный округ";"район Старое Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 917";"330";"[барьер двойной, бум для собак, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.186149, 55.986763], type=Point}";"";
"323541362";"12";"Префектура Зеленоградского административного округа города Москвы";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 534";"330";"[балансир для собак, барьер двойной, бум для собак, вышка-лестница (с перилами), скамья для собаководов]";"нет";"да";"nested data";"nested data";"{coordinates=[37.255279, 55.993629], type=Point}";"{coordinates=[37.255279, 55.993629], type=Point}";
"323600566";"20";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Волков переулок, дом 7-9, строение 2";"200";"урна";"нет";"да";"nested data";"nested data";"{coordinates=[37.573226, 55.762174], type=Point}";"";
"323600567";"21";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Зоологическая улица, дом 18";"560";"[барьер одинарный, вышка-лестница (с перилами), скамья для собаководов, трап, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.583899, 55.764931], type=Point}";"";
"323600568";"22";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шелепихинская набережная, дом 14";"320";"[барьер двойной, барьер одинарный, информационный стенд, трап, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.519935, 55.753377], type=Point}";"";
"323600570";"23";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Трёхпрудный переулок, дом 11/13, строение 2";"180";"[барьер двойной, скамья для собаководов, трап]";"нет";"да";"nested data";"nested data";"{coordinates=[37.595277, 55.765192], type=Point}";"";
"323600571";"24";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Стрельбищенский переулок, дом 8";"180";"[барьер двойной, горка-мостик А-форма, информационный стенд, скамья для собаководов, трап, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.539186, 55.758243], type=Point}";"";
"639419521";"7";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Мнёвники, дом 7, корпус 1";"600";"[барьер двойной, барьер одинарный, бум для собак, вышка-лестница (с перилами), скамья для собаководов, трап, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.4939, 55.772026], type=Point}";"";
"639420252";"10";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Фабрициуса, дом 33, корпус 5";"285";"[барьер регулируемый, бум для собак, входной элемент, трап, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.426759, 55.842764], type=Point}";"";
"639420281";"11";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Василия Петушкова, дом 20, корпус 1";"108";"[барьер одинарный, бум для собак, входной элемент]";"нет";"да";"nested data";"nested data";"{coordinates=[37.414209, 55.838453], type=Point}";"";
"639420315";"12";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Свободы, дом 50";"1030";"[барьер регулируемый, бум для собак, входной элемент, горка-мостик А-форма, информационный стенд, полоса препятствий, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.453385, 55.850196], type=Point}";"";
"639420401";"13";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Туристская улица, дом 2, корпус 5";"400";"[барьер регулируемый, бум для собак, входной элемент, вышка-лестница (с перилами), скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.427912, 55.845139], type=Point}";"";
"639420953";"14";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Лодочная улица, дом 15, корпус 1";"500";"[барьер змейка, барьер кольца, бум для собак, входной элемент, скамья для собаководов, трамплин, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.458779, 55.835512], type=Point}";"";
"639421626";"15";"Префектура Северо-Западного административного округа города Москвы";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Лодочная улица, дом 1, строение 1";"1030";"[барьер змейка, барьер регулируемый, бум для собак, входной элемент, вышка-лестница (с перилами), информационный стенд, полоса препятствий, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.439011, 55.837018], type=Point}";"";
"639432072";"25";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шелепихинская набережная, дом 22";"98";"[балансир для собак, барьер тройной, бум для собак, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.51763, 55.757542], type=Point}";"";
"639433907";"26";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 39";"420";"[бум для собак, горка-мостик А-форма, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.580486, 55.771304], type=Point}";"";
"639579335";"23";"Префектура Зеленоградского административного округа города Москвы";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 2301";"559";"[балансир для собак, барьер змейка, барьер кольца, барьер регулируемый, входной элемент, горка-лестница (без перил), горка-мостик А-форма, информационный стенд, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.184642, 55.970094], type=Point}";"{coordinates=[37.184642, 55.970094], type=Point}";
"639581634";"25105";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Ростокино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, улица Бажова, дом 2, корпус 1";"462";"[бум для собак, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.65719, 55.829959], type=Point}";"{coordinates=[37.65719, 55.829959], type=Point}";
"639586076";"33";"Департамент культуры города Москвы";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Красногвардейский бульвар, дом 11/1";"470";"[балансир для собак, барьер кольца, бум для собак, горка-лестница (без перил), информационный стенд, туннель (нора), тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.544142589, 55.760739922], type=Point}";"";
"639710772";"32154";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Изумрудная улица, дом 63/1";"225";"[барьер одинарный, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.691731, 55.878701], type=Point}";"";
"639710839";"1252";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Коньково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Академика Арцимовича, дом 11";"435";"[барьер двойной, горка-лестница (без перил), информационный стенд, скамья для собаководов, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.516787, 55.640823], type=Point}";"";
"639711558";"107";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Черёмушки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Севастопольский проспект, дом 28, корпус 7";"577";"[балансир для собак, барьер одинарный, бум для собак, скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.573912, 55.663863], type=Point}";"";
"639711573";"70";"Префектура Северного административного округа города Москвы";"Северный административный округ";"Бескудниковский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Бескудниковский бульвар, дом 19, корпус 2";"480";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, скамья для собаководов, трамплин, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.55735, 55.86534], type=Point}";"";
"639711627";"108";"Префектура Юго-Западного административного округа города Москвы";"Юго-Западный административный округ";"район Котловка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Нахимовский проспект, дом 10";"1589";"[барьер двойной, барьер одинарный, бум для собак, вышка-лестница (с перилами), горка-мостик А-форма, туннель (нора)]";"нет";"да";"nested data";"nested data";"{coordinates=[37.598694, 55.66661], type=Point}";"";
"639711915";"27101";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Милашенкова, дом 12";"567";"[барьер кольца, барьер тройной, бум для собак, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.582452, 55.827819], type=Point}";"";
"639711949";"82456";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Милашенкова, дом 16, строение 1";"331";"[барьер тройной, бум для собак, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.580245, 55.830025], type=Point}";"{coordinates=[37.580245, 55.830025], type=Point}";
"639712111";"1213";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 31, корпус 4";"385";"[бум для собак, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.577211, 55.822741], type=Point}";"{coordinates=[37.577211, 55.822741], type=Point}";
"639712144";"1547";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Бутырский район";"город Москва, улица Яблочкова, дом 49, строение 2";"400";"[барьер тройной, бум для собак, горка-мостик А-форма, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.578166, 55.830233], type=Point}";"{coordinates=[37.578166, 55.830233], type=Point}";
"639712178";"1989";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Бутырская улица, дом 86";"150";"урна";"нет";"да";"nested data";"nested data";"{coordinates=[37.587399, 55.807511], type=Point}";"{coordinates=[37.587399, 55.807511], type=Point}";
"639867414";"2146";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"район Южное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 38А";"420";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), скамья для собаководов, трамплин]";"нет";"да";"nested data";"nested data";"{coordinates=[37.62527, 55.871292], type=Point}";"";
"639882212";"600";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Ярославский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Холмогорская улица, дом 6, корпус 2";"200";"[скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.71826, 55.88323], type=Point}";"{coordinates=[37.71826, 55.88323], type=Point}";
"639883562";"800";"Префектура Северо-Восточного административного округа города Москвы";"Северо-Восточный административный округ";"Ярославский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Ярославское шоссе, дом 146, корпус 2";"766.56";"[барьер змейка, бум для собак, горка-мостик А-форма, информационный стенд, туннель (нора), скамья для собаководов, трап, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.726777, 55.880535], type=Point}";"";
"696682664";"109";"Префектура Юго-Восточного административного округа города Москвы";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Сторожевая улица, дом 24Б";"850";"[барьер тройной, вышка-лестница (с перилами), горка-лестница (без перил), горка-мостик А-форма, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.711387, 55.764139], type=Point}";"";
"909150632";"41";"Департамент культуры города Москвы";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 22";"535";"[барьер змейка, барьер кольца, бум для собак, вышка-лестница (с перилами), горка-лестница (без перил), туннель (нора), скамья для собаководов, трамплин, тренировочный снаряд с покрышкой, урна]";"да";"да";"nested data";"nested data";"{coordinates=[37.500064614, 55.679925673], type=Point}";"";
"918604067";"10";"Департамент культуры города Москвы";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Борисовский проезд, дом 5, корпус 1";"317";"[барьер кольца, бум для собак, туннель (нора)]";"нет";"да";"nested data";"nested data";"{coordinates=[37.715353584, 55.627302409], type=Point}";"";
"925490992";"27";"Префектура Центрального административного округа города Москвы";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 25";"1531";"[барьер одинарный, бум для собак, вышка-лестница (с перилами), скамья для собаководов, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.601569, 55.776053], type=Point}";"";
"937157385";"14";"Префектура Зеленоградского административного округа города Москвы";"Зеленоградский административный округ";"район Старое Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 842";"236.5";"[балансир для собак, барьер одинарный, бум для собак, информационный стенд, скамья для собаководов, тренировочный снаряд с покрышкой, урна]";"нет";"да";"nested data";"nested data";"{coordinates=[37.183439, 55.977106], type=Point}";"";
